#F1D: fpos nsamples: 250
#x,y
0.000000,1.030418
0.440000,1.030797
0.880000,1.031177
1.320000,1.031556
1.760000,1.031935
2.200000,1.032314
2.640000,1.032693
3.080000,1.033072
3.520000,1.033451
3.960000,1.033831
4.400000,1.034210
4.840000,1.034589
5.280000,1.034968
5.720000,1.035347
6.160000,1.035726
6.600000,1.036106
7.040000,1.036485
7.480000,1.036864
7.920000,1.037243
8.360000,1.037622
8.800000,1.038001
9.240000,1.038380
9.680000,1.038760
10.120000,1.039139
10.560000,1.039518
11.000000,1.039897
11.440000,1.040276
11.880000,1.040655
12.320000,1.041034
12.760000,1.041414
13.200000,1.041793
13.640000,1.042172
14.080000,1.042551
14.520000,1.042930
14.960000,1.043309
15.400000,1.043688
15.840000,1.044068
16.280000,1.044447
16.720000,1.044826
17.160000,1.045205
17.600000,1.045584
18.040000,1.045963
18.480000,1.046342
18.920000,1.046722
19.360000,1.047101
19.800000,1.047480
20.240000,1.047859
20.680000,1.048238
21.120000,1.048617
21.560000,1.048996
22.000000,1.049376
22.440000,1.049755
22.880000,1.050134
23.320000,1.050513
23.760000,1.050892
24.200000,1.051271
24.640000,1.051650
25.080000,1.052030
25.520000,1.052409
25.960000,1.052788
26.400000,1.053167
26.840000,1.053546
27.280000,1.053925
27.720000,1.054304
28.160000,1.054684
28.600000,1.055063
29.040000,1.055442
29.480000,1.055821
29.920000,1.056200
30.360000,1.056579
30.800000,1.056959
31.240000,1.057338
31.680000,1.057717
32.120000,1.058096
32.560000,1.058475
33.000000,1.058854
33.440000,1.059233
33.880000,1.059613
34.320000,1.059992
34.760000,1.060371
35.200000,1.060750
35.640000,1.061129
36.080000,1.061508
36.520000,1.061887
36.960000,1.062267
37.400000,1.062646
37.840000,1.063025
38.280000,1.063404
38.720000,1.063783
39.160000,1.064162
39.600000,1.064541
40.040000,1.064921
40.480000,1.065300
40.920000,1.065679
41.360000,1.066058
41.800000,1.066437
42.240000,1.066816
42.680000,1.067195
43.120000,1.067575
43.560000,1.067954
44.000000,1.068333
44.440000,1.068712
44.880000,1.069091
45.320000,1.069470
45.760000,1.069849
46.200000,1.070229
46.640000,1.070608
47.080000,1.070987
47.520000,1.071366
47.960000,1.071745
48.400000,1.072124
48.840000,1.072503
49.280000,1.072883
49.720000,1.073262
50.160000,1.073641
50.600000,1.074020
51.040000,1.074399
51.480000,1.074778
51.920000,1.075157
52.360000,1.075537
52.800000,1.075916
53.240000,1.076295
53.680000,1.076674
54.120000,1.077053
54.560000,1.077432
55.000000,1.077811
55.440000,1.078191
55.880000,1.078570
56.320000,1.078949
56.760000,1.079328
57.200000,1.079707
57.640000,1.080086
58.080000,1.080466
58.520000,1.080845
58.960000,1.081224
59.400000,1.081603
59.840000,1.081982
60.280000,1.082361
60.720000,1.082740
61.160000,1.083120
61.600000,1.083499
62.040000,1.083878
62.480000,1.084257
62.920000,1.084636
63.360000,1.085015
63.800000,1.085394
64.240000,1.085774
64.680000,1.086153
65.120000,1.086532
65.560000,1.086911
66.000000,1.087290
66.440000,1.087669
66.880000,1.088048
67.320000,1.088428
67.760000,1.088807
68.200000,1.089186
68.640000,1.089565
69.080000,1.089944
69.520000,1.090323
69.960000,1.090702
70.400000,1.091082
70.840000,1.091461
71.280000,1.091840
71.720000,1.092219
72.160000,1.092598
72.600000,1.092977
73.040000,1.093356
73.480000,1.093736
73.920000,1.094115
74.360000,1.094494
74.800000,1.094873
75.240000,1.095252
75.680000,1.095631
76.120000,1.096010
76.560000,1.096390
77.000000,1.096769
77.440000,1.097148
77.880000,1.097527
78.320000,1.097906
78.760000,1.098285
79.200000,1.098664
79.640000,1.099044
80.080000,1.099423
80.520000,1.099802
80.960000,1.100181
81.400000,1.100560
81.840000,1.100939
82.280000,1.101318
82.720000,1.101698
83.160000,1.102077
83.600000,1.102456
84.040000,1.102835
84.480000,1.103214
84.920000,1.103593
85.360000,1.103973
85.800000,1.104352
86.240000,1.104731
86.680000,1.105110
87.120000,1.105489
87.560000,1.105868
88.000000,1.106247
88.440000,1.106627
88.880000,1.107006
89.320000,1.107385
89.760000,1.107764
90.200000,1.108143
90.640000,1.108522
91.080000,1.108901
91.520000,1.109281
91.960000,1.109660
92.400000,1.110039
92.840000,1.110418
93.280000,1.110797
93.720000,1.111176
94.160000,1.111555
94.600000,1.111935
95.040000,1.112314
95.480000,1.112693
95.920000,1.113072
96.360000,1.113451
96.800000,1.113830
97.240000,1.114209
97.680000,1.114589
98.120000,1.114968
98.560000,1.115347
99.000000,1.115726
99.440000,1.116105
99.880000,1.116484
100.320000,1.116863
100.760000,1.117243
101.200000,1.117622
101.640000,1.118001
102.080000,1.118380
102.520000,1.118759
102.960000,1.119138
103.400000,1.119517
103.840000,1.119897
104.280000,1.120276
104.720000,1.120655
105.160000,1.121034
105.600000,1.121413
106.040000,1.121792
106.480000,1.122171
106.920000,1.122551
107.360000,1.122930
107.800000,1.123309
108.240000,1.123688
108.680000,1.124067
109.120000,1.124446
109.560000,1.124825
